player,team,nation,pos,age,90s Playing Time,npxG Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Denis Petrić,Nantes,SRB,GK,35.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Denis Suárez,Villarreal,ESP,"MF,FW",29.0,1.5,0.06,0.0,0.18000000000000002,0.24,0.68,0.0,13,3,2,1,4,1,5,7,0,0,0,4,2,35,59,21,0
Denis Thomalla,Heidenheim,GER,"MF,FW",30.0,5.0,0.06,0.0,0.08,0.13,0.61,0.0,22,4,4,1,3,0,2,19,6,4,18,6,2,52,132,55,0
Denis Zakaria,Monaco,SUI,"MF,DF",26.0,23.7,0.06,0.17,0.05,0.10999999999999999,1.09,0.15,107,11,10,4,27,4,29,23,27,47,10,33,13,205,851,400,5
Deniz Undav,Stuttgart,GER,"FW,MF",27.0,23.2,0.61,0.78,0.28,0.93,4.57,0.17,120,39,44,2,45,20,27,182,13,6,17,29,27,537,492,69,5
Dennis Geiger,Hoffenheim,GER,MF,25.0,0.7,0.0,0.0,0.31,0.31,0.0,0.0,3,1,0,0,1,0,0,2,0,0,1,2,0,3,6,8,0
Denzel Dumfries,Inter,NED,DF,27.0,18.2,0.12,0.21999999999999997,0.27,0.39,1.32,0.17,51,27,29,13,50,11,14,147,13,12,36,25,18,367,385,231,5
Destiny Udogie,Tottenham,ITA,DF,20.0,26.6,0.09,0.08,0.08,0.17,0.34,0.22,155,24,13,0,83,19,24,138,33,37,22,51,36,506,815,487,5
Diadie Samassékou,Cádiz,MLI,MF,27.0,1.0,0.03,0.0,0.02,0.04,0.98,0.0,7,1,0,0,2,0,2,1,3,4,3,2,1,9,39,18,0
Didier Lamkel Zé,Metz,CMR,"FW,MF",26.0,6.1,0.26,0.16,0.15,0.41000000000000003,1.8000000000000003,0.09,19,6,3,0,15,4,6,23,2,0,13,14,11,89,134,45,8
Diego Carlos,Aston Villa,BRA,DF,30.0,20.2,0.1,0.0,0.0,0.1,0.5,0.0,59,3,4,0,4,1,2,1,16,13,21,26,4,43,610,867,4
Diego Coppola,Hellas Verona,ITA,DF,19.0,18.2,0.07,0.10999999999999999,0.01,0.08,0.72,0.15,40,4,0,0,1,0,0,0,22,27,82,32,4,26,408,530,4
Diego Demme,Napoli,GER,MF,31.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,3,0,0,0,1,0,1,1,2,22,45,14,0
Diego Iturralde,Sevilla,ESP,DF,20.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,6,11,0
Diego Llorente,Roma,ESP,DF,29.0,24.1,0.01,0.04,0.02,0.04,0.37,0.11,75,4,1,0,20,0,3,5,19,22,43,25,23,56,869,945,4
Diego López,Valencia,ESP,"MF,FW",21.0,29.5,0.12,0.1,0.18,0.31,1.39,0.07,73,39,21,7,75,29,28,180,25,20,40,26,31,504,457,152,5
Diego Mariño,Almería,ESP,GK,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
Diego Moreira,Lyon,BEL,"FW,MF",18.0,3.0,0.24,0.0,0.11,0.3499999999999999,1.67,0.0,12,3,3,0,10,3,2,23,0,2,5,4,3,51,74,24,9
Diego Méndez,Rayo Vallecano,ESP,MF,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,1,0
Diego Rico,Getafe,ESP,DF,30.0,28.2,0.009999999999999998,0.0,0.14,0.15,0.6399999999999999,0.0,119,39,40,32,28,1,11,79,48,41,29,32,55,467,900,458,5
Dilane Bakwa,Strasbourg,FRA,"FW,MF",20.0,24.2,0.13,0.12,0.26,0.39,1.8199999999999998,0.07,92,49,36,10,95,25,52,204,22,20,12,32,75,577,487,127,5
Dimitri Foulquier,Valencia,FRA,"DF,MF",30.0,20.5,0.03,0.0,0.06,0.09,0.34,0.0,72,14,14,6,42,6,22,64,22,16,10,24,28,290,558,423,5
Dimitry Bertaud,Montpellier,COD,GK,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,152,0
Diogo Dalot,Manchester Utd,POR,DF,24.0,35.3,0.05,0.060000000000000005,0.08,0.13,0.85,0.07,124,37,31,16,52,10,31,111,51,37,32,45,14,587,873,752,5
Diogo Jota,Liverpool,POR,FW,26.0,12.7,0.42,0.79,0.26,0.6800000000000002,3.22,0.24,34,22,12,0,54,23,15,111,13,7,17,27,21,311,240,53,5
Diogo Leite,Union Berlin,POR,DF,24.0,30.0,0.029999999999999995,0.0,0.01,0.029999999999999995,0.43,0.0,121,6,3,1,14,2,6,4,36,47,71,40,31,126,886,981,4
Dion Drena Beljo,Augsburg,CRO,"FW,MF",21.0,6.5,0.46,0.31,0.08,0.54,2.94,0.11,20,8,8,1,16,6,11,35,0,1,18,9,7,126,93,24,8
Dion Lopy,Almería,SEN,MF,21.0,21.3,0.06,0.0,0.05000000000000001,0.11,1.08,0.0,90,13,8,1,23,2,29,19,37,15,31,30,40,162,656,310,5
Divin Mubama,West Ham,ENG,FW,18.0,0.9,0.17,0.0,0.0,0.17,1.13,0.0,0,0,0,0,0,0,0,5,0,0,4,1,1,9,20,3,0
Divock Origi,Nott'ham Forest,BEL,FW,28.0,6.7,0.21,0.0,0.31,0.51,2.08,0.0,14,7,5,1,19,9,9,41,4,2,11,14,8,105,103,23,9
Djaoui Cissé,Rennes,FRA,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0
Djed Spence,Genoa,ENG,DF,22.0,9.5,0.02,0.0,0.03,0.04,0.21,0.0,25,6,9,6,17,4,11,31,10,8,12,7,9,120,195,154,3
Djené,Getafe,TOG,"DF,MF",31.0,27.6,0.0,0.0,0.01,0.02,0.22,0.0,98,7,11,5,13,1,18,19,19,23,37,51,37,169,704,510,5
Djibril Sow,Sevilla,SUI,MF,26.0,16.2,0.09,0.06,0.05,0.14,1.11,0.06,73,15,7,2,25,0,5,45,21,17,14,27,19,207,479,159,5
Dodi Lukebakio,Sevilla,BEL,"FW,MF",25.0,12.5,0.45,0.4,0.05,0.5,3.36,0.12,26,13,10,4,48,24,30,116,2,2,12,24,22,298,193,36,5
Dodô,Fiorentina,BRA,DF,24.0,5.8,0.01,0.0,0.13,0.15,0.34,0.0,39,10,9,3,20,4,10,21,3,5,4,7,8,97,201,97,0
Domagoj Bradarić,Salernitana,CRO,DF,23.0,30.5,0.03,0.0,0.06,0.08,0.62,0.0,76,36,18,11,57,8,20,120,20,32,23,14,34,461,817,529,5
Domenico Berardi,Sassuolo,ITA,FW,28.0,15.9,0.16,0.25,0.19,0.6,2.89,0.09,83,27,29,6,38,14,11,123,8,13,9,28,28,430,340,67,5
Domingos Duarte,Getafe,POR,DF,28.0,10.1,0.03,0.0,0.01,0.04,0.1,0.0,47,2,1,1,7,0,1,0,4,8,14,8,8,20,264,173,0
Domingos Quina,Udinese,POR,MF,23.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Dominic Calvert-Lewin,Everton,ENG,FW,26.0,24.1,0.47,0.21,0.13,0.66,2.94,0.07,31,19,12,0,36,22,14,122,6,4,137,31,32,399,263,79,5
Dominic Sadi,Bournemouth,ENG,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Dominic Solanke,Bournemouth,ENG,FW,25.0,36.9,0.47000000000000003,0.46,0.08,0.61,2.87,0.16,60,39,24,3,52,27,39,184,11,7,97,42,45,547,426,113,5
Dominik Greif,Mallorca,SVK,GK,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
Dominik Kohr,Mainz 05,GER,"DF,MF",29.0,24.3,0.07,0.04,0.05,0.12,1.03,0.04,99,15,15,5,19,2,5,26,42,43,42,48,26,156,726,541,5
Dominik Szoboszlai,Liverpool,HUN,MF,22.0,23.4,0.16,0.13,0.25,0.4,2.57,0.05,152,56,33,6,75,22,24,160,19,15,12,29,29,718,868,239,5
Dominique Heintz,Köln,GER,DF,29.0,6.3,0.0,0.0,0.08,0.08,0.0,0.0,30,7,6,5,10,1,3,16,5,3,11,7,4,64,274,154,0
Donny van de Beek,Manchester Utd,NED,DF,26.0,4.0,0.02,0.0,0.09,0.12,0.25,0.0,10,4,2,0,2,0,3,13,3,3,4,7,1,52,96,30,0
Donyell Malen,Dortmund,NED,"FW,MF",24.0,19.8,0.48,0.66,0.15,0.63,3.64,0.18,57,22,36,6,73,45,42,163,7,2,7,11,24,475,261,78,5
Douglas,Nantes,BRA,MF,26.0,19.7,0.06,0.0,0.06,0.12,0.81,0.0,105,17,11,1,12,1,2,18,42,26,8,48,24,195,757,310,5
Douglas Luiz,Aston Villa,BRA,MF,25.0,33.3,0.11,0.15,0.16,0.37,1.32,0.11,168,53,39,8,60,4,24,50,38,23,25,51,41,598,1256,519,5
Duje Ćaleta-Car,Lyon,CRO,DF,26.0,22.1,0.02,0.0,0.05,0.07,0.32,0.0,61,7,2,0,5,0,1,1,11,18,57,16,5,31,586,793,4
Duván Zapata,Atalanta,COL,FW,32.0,33.2,0.3396385542168675,0.38554216867469876,0.09036144578313252,0.4303614457831325,3.1236144578313247,0.12289156626506023,55,29,14,0,77,29,38,255,7,7,134,54,71,677,536,88,5
Dušan Vlahović,Juventus,SRB,FW,23.0,25.6,0.52,0.55,0.08999999999999998,0.7399999999999999,4.14,0.13,46,29,14,1,36,20,18,174,5,1,37,31,34,410,368,63,5
Dwight McNeil,Everton,ENG,"MF,FW",23.0,32.1,0.11,0.09,0.27,0.38,1.77,0.05,114,69,54,20,80,14,30,147,27,22,16,18,33,724,683,247,5
