player,team,nation,pos,age,90s Playing Time,npxG Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Facundo Pellistri,Manchester Utd,URU,"FW,MF",21.0,15.6,0.20435897435897435,0.1317307692307692,0.08512820512820513,0.2894871794871795,1.343525641025641,0.10538461538461538,28,19,16,5,39,17,17,127,22,5,15,26,27,318,187,89,5
Faitout Maouassa,Granada,FRA,"DF,MF",25.0,3.3,0.06727272727272728,0.0,0.16545454545454544,0.23272727272727275,2.353030303030303,0.0,6,7,2,2,10,4,2,17,6,1,5,5,4,73,52,46,9
Fali,Cádiz,ESP,DF,29.0,28.3,0.03,0.0,0.0,0.03,0.39,0.0,82,4,5,1,16,0,3,10,26,27,39,23,19,52,615,647,4
Fali Candé,Metz,GNB,DF,25.0,20.5,0.04,0.0,0.02,0.06,0.63,0.0,38,6,2,0,4,1,7,3,19,20,30,14,16,58,404,583,4
Famara Diedhiou,Granada,SEN,"FW,MF",30.0,1.0,0.5,0.0,0.21,0.71,5.06,0.0,0,1,0,0,5,2,4,19,1,0,12,6,3,41,20,7,9
Fares Chaïbi,Toulouse,ALG,"FW,MF",20.0,21.8,0.1361467889908257,0.08752293577981651,0.3191743119266055,0.45532110091743117,1.8282568807339445,0.04862385321100918,91,53,41,10,55,12,7,155,17,5,11,15,11,572,504,116,5
Faride Alidou,Köln,GER,"FW,MF",22.0,14.2,0.21,0.28,0.04,0.26,2.32,0.12000000000000001,33,14,7,3,51,18,24,95,4,8,18,21,23,243,210,77,5
Faris Pemi Moumbagna,Marseille,CMR,FW,23.0,6.1,0.28,0.49,0.18,0.47,2.63,0.19,16,4,4,1,6,4,1,32,1,3,7,12,11,88,75,6,8
Farés Ghedjemis,Frosinone,FRA,"FW,MF",20.0,2.0,0.06,0.0,0.07,0.13,1.48,0.0,2,2,2,0,7,5,2,19,0,1,1,2,0,44,29,14,0
Fede San Emeterio,Cádiz,ESP,MF,26.0,1.7,0.03,0.59,0.05,0.09,0.59,1.0,4,1,1,1,0,0,0,0,2,2,3,8,3,6,41,20,8
Federico Baschirotto,Lecce,ITA,DF,26.0,36.6,0.04,0.0,0.02,0.07,0.46,0.0,96,2,1,0,28,0,0,3,12,23,93,30,4,53,876,1172,4
Federico Bonazzoli,Hellas Verona,ITA,"FW,MF",26.0,11.3,0.25,0.27,0.1,0.35,2.39,0.11,26,8,7,0,13,3,6,73,1,3,6,10,20,178,216,20,8
Federico Chiesa,Juventus,ITA,FW,25.0,24.4,0.23,0.33,0.25,0.52,3.03,0.11,70,54,45,18,111,58,35,216,10,6,0,13,40,643,303,77,5
Federico Di Francesco,Lecce,ITA,"FW,MF",29.0,0.2,0.53,6.000000000000001,0.0,0.53,12.000000000000002,0.5,1,0,0,0,1,0,0,3,0,0,0,0,0,5,8,2,8
Federico Dimarco,Inter,ITA,DF,25.0,23.1,0.12000000000000001,0.22000000000000003,0.37,0.49,2.21,0.09999999999999999,100,61,57,30,51,10,6,198,25,9,6,12,21,641,572,340,5
Federico Fazio,Salernitana,ARG,DF,36.0,15.1,0.03,0.07,0.01,0.03,0.53,0.13,27,3,1,0,2,0,2,2,11,17,50,9,9,27,346,403,4
Federico Gatti,Juventus,ITA,DF,25.0,29.3,0.19,0.14,0.05,0.24,1.19,0.11000000000000001,122,10,7,5,52,1,9,43,19,19,50,39,15,201,950,504,5
Federico Gattoni,Sevilla,ARG,"DF,FW",24.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,6,0
Federico Ravaglia,Bologna,ITA,GK,23.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,214,0
Federico Valverde,Real Madrid,URU,MF,25.0,32.3,0.11,0.06,0.18,0.29,1.74,0.04,231,49,41,4,104,15,22,102,34,43,21,19,15,708,1382,384,5
Felipe,Nott'ham Forest,BRA,DF,34.0,4.2,0.03,0.0,0.01,0.04,0.72,0.0,6,2,0,0,1,0,1,0,9,4,14,10,2,9,116,133,0
Felipe Anderson,Lazio,BRA,"FW,MF",30.0,30.8,0.14,0.16,0.21,0.35,1.4,0.11999999999999998,126,42,50,4,108,26,43,226,45,27,15,30,36,742,792,252,5
Fermin López,Barcelona,ESP,"MF,FW",20.0,16.1,0.47,0.5,0.07,0.54,3.17,0.16,76,18,16,2,42,10,22,93,21,4,8,43,17,335,418,95,5
Fernando,Almería,ESP,GK,34.5,9.1,0.0,0.0,0.03362637362637363,0.03362637362637363,0.11208791208791209,0.0,24,2,5,2,5,1,4,7,8,7,12,6,3,49,171,241,0
Ferrán Torres,Barcelona,ESP,FW,23.0,13.5,0.4099999999999999,0.52,0.2,0.61,2.82,0.17999999999999997,44,26,22,5,30,15,10,113,6,5,4,8,16,309,237,42,5
Festy Ebosele,Udinese,IRL,DF,20.0,18.9,0.04,0.0,0.1,0.14,0.85,0.0,35,15,11,5,67,30,49,98,20,10,16,29,45,314,246,166,5
Fikayo Tomori,Milan,ENG,DF,25.0,23.6,0.16,0.17,0.01,0.16,0.72,0.23999999999999996,63,4,1,1,16,1,2,2,24,26,29,26,9,49,845,1015,4
Filip Jagiełło,Genoa,POL,MF,25.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,2,0,1,0,0,0,7,8,6,0
Filip Jørgensen,Villarreal,DEN,GK,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,2,11,2,5,0,2,1395,16
Filip Kostić,Juventus,SRB,DF,30.0,20.2,0.03,0.0,0.27,0.3,1.04,0.0,88,40,30,19,64,11,6,95,23,9,11,19,18,454,520,257,5
Filip Stojilković,Darmstadt 98,SUI,"FW,MF",23.0,1.7,0.11,0.0,0.0,0.11,2.34,0.0,3,0,1,0,4,4,1,10,1,0,0,3,1,21,12,2,9
Filippo Missori,Sassuolo,ITA,DF,19.0,3.0,0.10000000000000002,0.0,0.02,0.11,1.3500000000000003,0.0,8,2,2,2,5,2,1,7,3,4,6,1,2,30,68,50,0
Filippo Ranocchia,Empoli,ITA,"MF,DF",22.0,5.3,0.04,0.0,0.1,0.14,1.13,0.0,21,4,4,0,5,0,6,11,11,3,6,11,8,51,165,69,0
Filippo Terracciano,Hellas Verona,ITA,DF,20.0,15.200000000000001,0.018947368421052633,0.0,0.06631578947368422,0.08526315789473683,0.5305263157894737,0.0,52,18,14,10,26,1,13,29,21,20,19,18,33,180,453,284,5
Finley Munroe,Aston Villa,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Finn Dahmen,Augsburg,GER,GK,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,6,2,4,0,44,1394,16
Finn Ole Becker,Hoffenheim,GER,MF,23.0,6.7,0.04,0.0,0.05999999999999999,0.09,0.89,0.0,36,6,11,0,16,0,5,23,9,1,5,6,7,106,197,88,0
Flavius Daniliuc,Salernitana,AUT,DF,22.0,8.3,0.03,0.0,0.03,0.06,0.24,0.0,37,5,2,0,8,0,1,2,11,8,20,14,4,63,218,208,0
Florent Mollet,Nantes,FRA,"MF,FW",31.0,23.1,0.25,0.17,0.11000000000000001,0.36,2.77,0.060000000000000005,96,38,16,3,27,9,13,145,11,13,8,32,21,508,628,170,5
Florent Muslija,Freiburg,KVX,"MF,FW",25.0,1.2,0.06,0.0,0.48,0.54,1.7100000000000002,0.0,13,6,5,0,6,2,1,7,4,0,1,1,2,34,41,22,9
Florent Ogier,Clermont Foot,FRA,DF,34.0,10.5,0.06,0.1,0.05,0.1,0.67,0.14,17,1,0,0,4,0,1,0,9,9,23,11,6,19,246,354,8
Florian Dietz,Köln,GER,"FW,MF",24.0,0.8,0.34,0.0,0.12,0.46,3.86,0.0,0,2,0,0,0,0,0,8,0,0,2,1,0,13,17,2,9
Florian Grillitsch,Hoffenheim,AUT,"DF,MF",27.0,25.5,0.05,0.04,0.07,0.12,0.82,0.05,152,19,20,3,32,3,13,22,28,52,34,27,24,184,1137,747,4
Florian Kainz,Köln,AUT,"MF,FW",30.0,24.4,0.04,0.0,0.13,0.33999999999999997,0.94,0.0,124,53,31,13,40,8,23,100,20,13,12,19,33,489,645,204,5
Florian Lejeune,Rayo Vallecano,FRA,DF,32.0,37.0,0.09,0.08,0.02,0.11000000000000001,1.81,0.04,114,9,5,1,15,0,4,4,25,23,80,26,13,131,953,1317,4
Florian Pick,Heidenheim,GER,"MF,FW",27.0,3.6,0.08,0.0,0.21,0.29,2.2,0.0,12,9,5,3,12,4,11,34,4,2,5,6,7,131,80,32,9
Florian Sotoca,Lens,FRA,"MF,FW",32.0,28.9,0.20999999999999996,0.1,0.22,0.54,2.25,0.05,156,52,57,20,56,10,20,253,22,20,92,28,40,757,837,171,5
Florian Thauvin,Udinese,FRA,FW,30.0,19.0,0.21,0.21,0.21999999999999997,0.47,2.47,0.09,69,38,39,16,72,30,35,97,4,3,10,14,26,385,343,70,5
Florian Wirtz,Leverkusen,GER,MF,20.0,26.4,0.31,0.38,0.29,0.62,2.66,0.14,224,73,82,7,138,45,79,306,18,9,9,23,27,1229,906,146,5
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,1,3,4,2,3,0,4,2,18,39,35,0
Folarin Balogun,Monaco,USA,FW,22.0,18.8,0.45,0.37,0.18,0.76,3.35,0.11,30,26,11,0,35,29,11,199,4,3,8,31,35,345,248,30,5
Formose Mendy,Lorient,SEN,DF,22.0,14.0,0.02,0.0,0.0,0.03,0.5,0.0,61,2,4,1,14,1,6,13,19,20,43,16,11,67,479,371,4
Fran Beltrán,Celta Vigo,ESP,MF,24.0,27.0,0.03,0.0,0.04,0.07,0.7800000000000001,0.0,134,18,15,2,28,2,12,30,32,18,13,28,16,297,985,326,5
Fran Vieites,Betis,ESP,GK,24.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,129,0
Francesco Acerbi,Inter,ITA,DF,35.0,26.5,0.06,0.11,0.07,0.13,0.57,0.20000000000000004,87,7,5,2,21,0,2,24,13,32,70,19,24,98,946,941,4
Francesco Camarda,Milan,ITA,FW,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Francesco Caputo,Empoli,ITA,FW,35.0,14.1,0.19,0.14,0.05000000000000001,0.3,1.56,0.09,18,10,3,0,7,4,5,65,0,1,12,10,14,132,146,15,8
Francesco Rossi,Atalanta,ITA,GK,32.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Francis Coquelin,Villarreal,FRA,MF,32.0,10.1,0.01,0.0,0.01,0.02,0.3,0.0,47,1,7,1,5,0,3,14,12,16,11,18,8,99,305,126,4
Francisco Perez,Valencia,ESP,"MF,FW",20.0,22.8,0.05,0.04,0.11,0.16,0.88,0.05,41,19,18,7,59,17,40,145,17,14,6,31,23,374,362,144,5
Franck Honorat,Gladbach,FRA,"DF,FW",26.0,26.1,0.06,0.12,0.36,0.42,1.07,0.11,93,89,56,28,97,26,21,242,13,9,17,9,14,680,501,249,5
Frank Magri,Toulouse,CMR,"FW,MF",23.0,16.0,0.19,0.31,0.1,0.29,2.57,0.12,34,14,13,4,31,11,13,121,14,4,35,41,23,262,210,57,5
Frank Ronstadt,Darmstadt 98,GER,"DF,MF",26.0,0.8,0.08999999999999998,0.0,0.12,0.21,3.55,0.0,2,2,2,1,3,0,0,4,0,1,1,0,2,16,27,14,9
Frans Krätzig,Bayern Munich,GER,DF,20.0,0.6,0.42000000000000004,0.0,0.42000000000000004,0.8400000000000001,3.21,0.0,7,2,1,0,0,0,0,7,0,0,0,0,0,17,23,20,9
François Mughe,Marseille,CMR,"MF,DF",19.0,2.0,0.05,0.0,0.05,0.1,1.53,0.0,7,2,5,3,7,1,2,16,0,1,2,3,8,48,16,9,0
Fraser Hornby,Darmstadt 98,SCO,"FW,MF",23.0,2.4,0.27,0.0,0.14,0.41,4.15,0.0,2,4,2,0,7,4,1,7,0,0,11,5,1,51,34,8,9
Fred Onyedinma,Luton Town,ENG,"DF,MF",26.0,4.5,0.04,0.0,0.02,0.060000000000000005,1.11,0.0,6,2,2,1,9,4,2,21,6,1,8,10,6,76,69,55,0
Frederic Guilbert,Strasbourg,FRA,"DF,MF",28.0,27.7,0.04000000000000001,0.07,0.06,0.1,0.76,0.1,116,23,17,11,32,3,19,70,50,71,23,35,15,379,830,652,5
Frederik Rønnow,Union Berlin,DEN,GK,30.0,33.0,0.0,0.0,0.0,0.01,0.09,0.0,1,1,1,0,0,1,0,0,1,1,10,0,4,3,16,1384,16
Fábio Silva,Wolves,POR,FW,21.0,2.9,0.35,0.0,0.07,0.42,2.39,0.0,10,4,0,0,5,1,2,13,4,2,2,8,4,44,55,24,9
Gabriel Jesus,Arsenal,BRA,FW,26.0,16.4,0.39,0.24,0.23,0.62,3.35,0.07,42,29,19,1,38,25,35,155,17,13,15,26,32,472,247,75,5
Gabriel Magalhães,Arsenal,BRA,DF,25.0,33.8,0.13,0.11999999999999998,0.02,0.15,0.92,0.13,117,3,9,1,13,1,2,8,28,31,77,35,34,234,1176,1049,4
Gabriel Martinelli,Arsenal,BRA,FW,22.0,22.4,0.31,0.27,0.27,0.58,2.59,0.09999999999999999,65,46,33,7,127,82,40,345,24,5,15,23,24,844,315,96,5
Gabriel Osho,Luton Town,NGA,DF,24.0,20.5,0.05000000000000001,0.10000000000000002,0.01,0.06,0.49,0.20000000000000004,37,2,3,1,10,1,7,4,22,31,36,23,14,60,384,535,4
Gabriel Paulista,Atlético Madrid,BRA,DF,32.0,20.0,0.0245,0.0,0.01225,0.0445,0.39825000000000005,0.0,40,4,3,0,3,0,0,2,12,28,42,15,4,21,531,734,4
Gabriel Suazo,Toulouse,CHI,DF,25.0,26.2,0.03,0.0,0.12,0.14,0.38,0.0,114,43,45,11,44,9,35,166,32,26,17,24,29,558,797,393,5
Gabriel Veiga,Celta Vigo,ESP,FW,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0
Gabriele Zappa,Cagliari,ITA,DF,23.0,28.5,0.05,0.04000000000000001,0.12,0.17,0.67,0.05,99,24,28,19,35,2,9,84,31,20,19,21,15,392,730,559,5
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",26.0,4.1,0.08,0.25,0.15,0.23,1.23,0.2,12,7,3,2,14,2,3,25,2,2,3,4,5,74,72,17,8
Gastón Álvarez,Getafe,URU,DF,23.0,28.2,0.03,0.07,0.019999999999999997,0.05000000000000001,0.5,0.14,63,8,5,3,11,0,9,40,37,35,51,43,10,178,648,508,4
Gautier Lloris,Le Havre,FRA,DF,28.0,30.9,0.07,0.06,0.01,0.07,0.52,0.13,105,3,3,0,13,0,4,5,28,32,75,35,7,75,752,915,4
Gedeon Kalulu,Lorient,COD,DF,25.0,10.8,0.03,0.0,0.1,0.13,0.56,0.0,35,8,11,6,17,3,3,60,17,5,10,18,7,157,285,212,3
Genki Haraguchi,Stuttgart,JPN,MF,32.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,0,0,0,1,0,0,2,0,2,14,5,0
Gennaro Borrelli,Frosinone,ITA,FW,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Geoffrey Kondogbia,Marseille,CTA,MF,30.0,16.3,0.02,0.0,0.03,0.06,0.49,0.0,93,11,11,1,7,0,9,25,31,30,17,25,29,153,744,229,5
George Baldock,Sheffield Utd,GRE,DF,30.0,10.8,0.0,0.0,0.07,0.08,0.09,0.0,31,7,11,4,9,4,6,24,10,10,13,19,14,116,192,200,0
George Earthy,West Ham,ENG,FW,18.0,0.4,0.82,2.65,0.0,0.82,2.65,1.0,1,0,0,0,0,0,0,3,0,1,0,1,0,8,7,3,8
George Pușcaș,Genoa,ROU,FW,27.0,2.1,0.9799999999999999,0.0,0.04,1.02,5.18,0.0,3,1,1,0,5,3,1,17,0,0,12,1,0,46,45,2,8
Georges Mikautadze,Metz,GEO,FW,22.0,19.4,0.37,0.52,0.12,0.61,2.83,0.18,51,21,13,1,52,24,42,95,3,8,14,13,26,304,343,44,5
Gerard Gumbau,Granada,ESP,MF,28.0,29.7,0.06,0.0,0.14,0.19,1.51,0.0,135,41,22,5,20,2,10,29,34,25,23,62,26,351,1016,396,5
Gerard Moreno,Villarreal,ESP,FW,31.0,24.6,0.3,0.33,0.21999999999999997,0.61,2.44,0.13,155,53,43,6,48,23,43,199,12,9,27,22,38,558,594,135,5
Gerardo Fusco,Salernitana,ITA,FW,18.0,0.2,0.0,0.0,0.22,0.22,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0
Germán Pezzella,Betis,ARG,DF,32.0,30.7,0.07,0.03,0.01,0.08,0.75,0.04,64,4,4,1,5,0,3,1,24,31,84,22,13,53,705,1028,4
Gerrit Holtmann,Darmstadt 98,PHI,"MF,FW",28.0,4.4,0.14,0.0,0.07,0.21,3.21,0.0,18,5,4,0,13,8,7,20,5,2,5,8,2,101,92,37,9
Gerzino Nyamsi,Strasbourg,FRA,DF,26.0,12.1,0.03,0.0,0.01,0.04,0.48999999999999994,0.0,25,4,0,0,3,0,3,3,14,10,20,13,0,13,314,416,4
Giacomo Bonaventura,Fiorentina,ITA,MF,33.0,25.3,0.18,0.32,0.14,0.36,2.02,0.16,140,41,45,11,60,14,30,107,13,14,14,20,35,541,697,118,5
Giacomo Corona,Empoli,ITA,FW,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Giacomo Raspadori,Napoli,ITA,"FW,MF",23.0,17.6,0.25,0.28,0.23000000000000004,0.56,3.41,0.08,54,36,15,5,29,12,14,139,10,3,7,17,19,449,373,69,5
Gian Marco Ferrari,Sassuolo,ITA,DF,31.0,25.2,0.060000000000000005,0.04,0.01,0.07,0.63,0.060000000000000005,148,9,13,3,32,0,3,7,10,25,39,26,21,88,766,649,4
Giangiacomo Magnani,Hellas Verona,ITA,DF,27.0,27.2,0.02,0.0,0.01,0.03,0.41,0.0,79,6,2,1,15,3,8,10,18,45,45,27,30,48,602,640,4
Gianluca Caprari,Monza,ITA,"MF,FW",30.0,3.2,0.22,0.0,0.23,0.44,2.53,0.0,15,11,7,0,11,5,3,16,1,2,0,3,5,73,65,18,9
Gianluca Gaetano,Cagliari,ITA,"FW,MF",23.0,10.100000000000001,0.11168316831683169,0.3956435643564356,0.1796039603960396,0.36524752475247524,2.1866336633663366,0.2086138613861386,47,21,13,4,23,7,11,47,5,4,5,13,13,195,230,34,5
Gianluca Lapadula,Cagliari,PER,FW,33.0,13.4,0.29999999999999993,0.14999999999999997,0.08,0.44,2.54,0.05999999999999999,4,19,3,2,8,7,4,63,1,2,21,22,18,145,97,23,8
Gianluca Mancini,Roma,ITA,DF,27.0,31.9,0.06,0.13,0.04,0.1,0.6,0.21,139,10,19,4,38,0,4,13,20,36,42,49,31,167,1095,997,4
Gianluca Scamacca,Atalanta,ITA,FW,24.0,16.1,0.4,0.74,0.24,0.65,3.72,0.2,41,33,14,1,22,5,15,167,9,4,21,28,28,340,283,35,5
Gianluigi Donnarumma,Paris S-G,ITA,GK,24.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,4,838,16
Gift Orban,Lyon,NGA,FW,21.0,5.3,0.21,0.18999999999999997,0.0,0.21,1.5199999999999998,0.13,6,0,2,0,8,8,5,33,3,1,3,9,10,80,70,12,8
Gino Caoki,Lorient,FRA,MF,19.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0
Gino Infantino,Fiorentina,ARG,MF,20.0,1.1,0.02,0.0,0.03,0.05,0.94,0.0,7,1,0,0,0,0,3,4,1,3,1,4,2,15,39,5,0
Gio Reyna,Nott'ham Forest,USA,"FW,MF",20.0,5.7,0.19701754385964915,0.0,0.21807017543859647,0.4150877192982456,2.2689473684210526,0.0,32,14,9,2,11,4,8,33,9,4,11,5,7,187,181,48,9
Giorgi Kvernadze,Frosinone,GEO,"FW,DF",20.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3,6,0,1,0,3,1,19,22,8,0
Giorgi Mamardashvili,Valencia,GEO,GK,22.0,36.5,0.0,0.0,0.01,0.01,0.0,0.0,0,2,1,0,0,1,0,0,3,2,9,3,4,0,5,1211,16
Giorgio Cittadini,Genoa,ITA,DF,21.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,2,5,3,2,3,5,2,25,29,0
Giorgio Scalvini,Atalanta,ITA,DF,19.0,28.3,0.05,0.04,0.04,0.09,0.67,0.05,116,11,14,2,30,6,15,33,33,59,80,48,11,209,879,790,4
Giorgos Kyriakopoulos,Monza,GRE,DF,27.0,19.0,0.06,0.0,0.07,0.14,1.26,0.0,70,21,20,12,64,13,18,94,10,13,12,15,14,383,523,343,5
Giovanni Bonfanti,Atalanta,ITA,DF,20.0,1.0,0.09,0.0,0.0,0.09,1.01,0.0,1,0,1,1,0,0,1,2,2,1,1,2,1,6,34,27,0
Giovanni Di Lorenzo,Napoli,ITA,DF,29.0,35.9,0.09,0.03,0.14,0.22,1.03,0.03,304,51,86,16,95,16,18,250,36,24,27,28,37,921,1445,711,5
Giovanni Fabbian,Bologna,ITA,"MF,FW",20.0,11.7,0.35,0.43,0.16,0.51,2.38,0.18,17,16,3,1,11,5,12,41,10,7,17,16,18,144,208,78,8
Giovanni González,Mallorca,URU,DF,28.0,27.4,0.019999999999999997,0.039999999999999994,0.05000000000000001,0.07,0.51,0.07,91,21,28,15,28,2,15,95,45,31,37,38,20,317,701,497,5
Giovanni Simeone,Napoli,ARG,FW,28.0,8.9,0.38,0.11,0.06,0.44,3.94,0.03,13,9,5,1,11,4,5,76,4,1,21,12,13,159,128,19,9
Giuliano Simeone,Alavés,ARG,FW,20.0,7.0,0.23,0.14,0.29,0.63,2.0,0.07,24,11,12,1,25,5,9,47,5,5,2,11,6,137,80,43,9
Giulio Donati,Monza,ITA,DF,33.0,0.4,0.05000000000000001,0.0,0.46,0.51,2.5,0.0,3,3,1,1,0,0,0,5,0,0,0,1,0,15,25,11,9
Giulio Maggiore,Salernitana,ITA,MF,25.0,20.0,0.11000000000000001,0.2,0.06,0.17,1.15,0.17,64,11,4,1,8,2,6,25,29,24,24,39,37,139,592,293,5
Giuseppe Caso,Frosinone,ITA,"FW,MF",24.0,4.6,0.06,0.0,0.04,0.1,1.51,0.0,20,3,8,0,15,6,15,37,3,0,0,5,14,120,54,11,9
Gleison Bremer,Juventus,BRA,DF,26.0,35.9,0.04,0.08,0.01,0.05,0.5,0.17,120,7,0,0,7,1,10,4,42,40,102,60,17,97,1123,1098,4
Gonzalo Escalante,Cádiz,ARG,MF,30.0,18.9,0.1,0.05,0.09,0.19,0.74,0.07,66,11,7,0,4,0,3,14,24,26,31,31,14,141,549,221,4
Gonzalo García,Real Madrid,ESP,"FW,MF",19.0,0.2,0.16,0.0,0.0,0.16,4.74,0.0,0,0,0,0,1,1,0,3,0,0,0,0,1,5,4,2,9
Gonzalo Montiel,Nott'ham Forest,ARG,DF,26.0,8.9,0.01,0.0,0.15,0.17,0.34,0.0,28,9,9,1,9,0,1,32,19,9,12,6,1,117,186,175,3
Gonzalo Villar,Granada,ESP,MF,25.0,20.0,0.09,0.05,0.11000000000000001,0.2,1.1,0.05,74,14,15,3,27,2,23,27,33,6,31,44,66,215,674,294,5
Gonçalo Paciência,Bochum,POR,"FW,MF",28.0,7.2,0.41,0.42,0.18,0.59,5.26,0.08,21,9,7,2,9,3,12,50,4,0,20,9,22,141,140,22,8
Gonçalo Ramos,Paris S-G,POR,FW,22.0,15.8,0.64,0.63,0.15,0.84,3.42,0.19,29,15,9,0,11,10,8,88,15,5,30,19,22,282,238,76,8
Gorka Guruzeta,Athletic Club,ESP,FW,26.0,24.6,0.43999999999999995,0.57,0.1,0.57,2.56,0.21999999999999997,55,27,14,3,18,4,19,102,23,17,70,45,23,399,456,77,5
Gorka Rivera Alonso,Getafe,ESP,DF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
Granit Xhaka,Leverkusen,SUI,MF,30.0,31.3,0.06,0.1,0.09,0.15,1.44,0.07,392,41,54,0,60,4,16,53,21,19,26,30,43,797,2291,485,5
Grant Ranos,Gladbach,ARM,"MF,FW",20.0,0.5,0.45,0.0,0.0,0.45,5.51,0.0,3,0,0,0,0,0,1,4,0,0,1,0,0,20,15,1,9
Gregor Kobel,Dortmund,SUI,GK,25.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,5,2,3,0,8,1232,16
Grischa Prömel,Hoffenheim,GER,MF,28.0,23.8,0.16,0.17,0.12,0.28,1.09,0.15,96,21,17,2,35,1,12,60,18,22,16,33,29,297,698,222,5
Grégoire Coudert,Brest,FRA,GK,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
Grégoire Defrel,Sassuolo,MTQ,"FW,MF",32.0,8.4,0.12,0.12,0.14,0.26,1.43,0.08,17,8,3,1,7,2,4,42,8,3,6,9,8,125,141,47,9
Guglielmo Vicario,Tottenham,ITA,GK,26.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,1,21,0,8,0,17,1664,16
Guido Rodríguez,Betis,ARG,MF,29.0,20.5,0.03,0.10000000000000002,0.04,0.07,0.88,0.11,65,4,1,0,8,1,10,18,30,29,20,23,35,156,747,360,5
Guillaume Dietsch,Metz,FRA,GK,22.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
Guillaume Restes,Toulouse,FRA,GK,18.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,2,1,11,0,8,982,16
Guillermo Maripán,Monaco,CHI,DF,29.0,19.6,0.02,0.05,0.02,0.05,0.56,0.09,59,4,1,0,4,1,1,5,8,30,47,21,6,32,635,615,4
Guillermo Ochoa,Salernitana,MEX,GK,38.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,4,714,16
Gustavo Hamer,Sheffield Utd,NED,MF,26.0,32.3,0.09,0.12,0.19,0.28,1.52,0.08,135,70,37,7,36,13,28,86,21,29,6,50,17,485,648,286,5
Gustavo Puerta,Leverkusen,COL,"DF,MF",20.0,0.5,0.18,0.0,0.16,0.34,3.91,0.0,8,1,1,0,1,0,1,1,3,0,1,2,1,10,38,5,9
Gvidas Gineitis,Torino,LTU,MF,19.0,6.0,0.07,0.0,0.08,0.15,1.51,0.0,25,8,4,1,9,0,3,12,7,4,7,9,3,91,193,63,0
