player,team,nation,pos,age,npxG Per 90 Minutes,npxG Per 90 Minutes,G-PK Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,Sh/90 Standard,G/Sh Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Federico Dimarco,Inter,ITA,DF,25.0,2.7720000000000002,0.12000000000000001,5.082000000000001,0.22000000000000003,8.547,0.37,11.319,0.49,51.051,2.21,2.31,0.09999999999999999,100,61,57,30,51,10,6,198,25,9,6,12,21,641,572,340,4
Federico Fazio,Salernitana,ARG,DF,36.0,0.45299999999999996,0.03,1.0570000000000002,0.07,0.151,0.01,0.45299999999999996,0.03,8.003,0.53,1.963,0.13,27,3,1,0,2,0,2,2,11,17,50,9,9,27,346,403,2
Federico Gattoni,Sevilla,ARG,"DF,FW",24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,5,6,0
Federico Ravaglia,Bologna,ITA,GK,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,214,0
Federico Valverde,Real Madrid,URU,MF,25.0,3.5529999999999995,0.11,1.9379999999999997,0.06,5.813999999999999,0.18,9.366999999999999,0.29,56.202,1.74,1.2919999999999998,0.04,231,49,41,4,104,15,22,102,34,43,21,19,15,708,1382,384,4
Felipe,Nott'ham Forest,BRA,DF,34.0,0.126,0.03,0.0,0.0,0.042,0.01,0.168,0.04,3.024,0.72,0.0,0.0,6,2,0,0,1,0,1,0,9,4,14,10,2,9,116,133,0
Felipe Anderson,Lazio,BRA,"FW,MF",30.0,4.312,0.14,4.928,0.16,6.468,0.21,10.78,0.35,43.12,1.4,3.6959999999999997,0.11999999999999998,126,42,50,4,108,26,43,226,45,27,15,30,36,742,792,252,4
Fermin López,Barcelona,ESP,"MF,FW",20.0,7.567,0.47,8.05,0.5,1.1270000000000002,0.07,8.694,0.54,51.037000000000006,3.17,2.576,0.16,76,18,16,2,42,10,22,93,21,4,8,43,17,335,418,95,4
Fernando,Almería,ESP,GK,34.5,0.0,0.0,0.0,0.0,0.306,0.03362637362637363,0.306,0.03362637362637363,1.02,0.11208791208791209,0.0,0.0,24,2,5,2,5,1,4,7,8,7,12,6,3,49,171,241,0
Ferrán Torres,Barcelona,ESP,FW,23.0,5.534999999999999,0.4099999999999999,7.0200000000000005,0.52,2.7,0.2,8.235,0.61,38.07,2.82,2.4299999999999997,0.17999999999999997,44,26,22,5,30,15,10,113,6,5,4,8,16,309,237,42,4
Festy Ebosele,Udinese,IRL,DF,20.0,0.756,0.04,0.0,0.0,1.89,0.1,2.646,0.14,16.064999999999998,0.85,0.0,0.0,35,15,11,5,67,30,49,98,20,10,16,29,45,314,246,166,8
Fikayo Tomori,Milan,ENG,DF,25.0,3.7760000000000002,0.16,4.0120000000000005,0.17,0.23600000000000002,0.01,3.7760000000000002,0.16,16.992,0.72,5.664,0.23999999999999996,63,4,1,1,16,1,2,2,24,26,29,26,9,49,845,1015,2
Filip Jagiełło,Genoa,POL,MF,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,2,0,1,0,0,0,7,8,6,0
Filip Jørgensen,Villarreal,DEN,GK,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,2,11,2,5,0,2,1395,7
Filip Kostić,Juventus,SRB,DF,30.0,0.606,0.03,0.0,0.0,5.454,0.27,6.06,0.3,21.008,1.04,0.0,0.0,88,40,30,19,64,11,6,95,23,9,11,19,18,454,520,257,4
Filip Stojilković,Darmstadt 98,SUI,"FW,MF",23.0,0.187,0.11,0.0,0.0,0.0,0.0,0.187,0.11,3.9779999999999998,2.34,0.0,0.0,3,0,1,0,4,4,1,10,1,0,0,3,1,21,12,2,1
Filippo Missori,Sassuolo,ITA,DF,19.0,0.30000000000000004,0.10000000000000002,0.0,0.0,0.06,0.02,0.33,0.11,4.050000000000001,1.3500000000000003,0.0,0.0,8,2,2,2,5,2,1,7,3,4,6,1,2,30,68,50,0
Filippo Ranocchia,Empoli,ITA,"MF,DF",22.0,0.212,0.04,0.0,0.0,0.53,0.1,0.742,0.14,5.988999999999999,1.13,0.0,0.0,21,4,4,0,5,0,6,11,11,3,6,11,8,51,165,69,0
Filippo Terracciano,Hellas Verona,ITA,DF,20.0,0.28800000000000003,0.018947368421052633,0.0,0.0,1.0080000000000002,0.06631578947368422,1.296,0.08526315789473683,8.064000000000002,0.5305263157894737,0.0,0.0,52,18,14,10,26,1,13,29,21,20,19,18,33,180,453,284,4
Finley Munroe,Aston Villa,ENG,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Finn Dahmen,Augsburg,GER,GK,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0,0,0,0,0,0,0,6,2,4,0,44,1394,7
Finn Ole Becker,Hoffenheim,GER,MF,23.0,0.268,0.04,0.0,0.0,0.40199999999999997,0.05999999999999999,0.603,0.09,5.963,0.89,0.0,0.0,36,6,11,0,16,0,5,23,9,1,5,6,7,106,197,88,0
Flavius Daniliuc,Salernitana,AUT,DF,22.0,0.249,0.03,0.0,0.0,0.249,0.03,0.498,0.06,1.992,0.24,0.0,0.0,37,5,2,0,8,0,1,2,11,8,20,14,4,63,218,208,0
Florent Mollet,Nantes,FRA,"MF,FW",31.0,5.775,0.25,3.9270000000000005,0.17,2.5410000000000004,0.11000000000000001,8.316,0.36,63.987,2.77,1.3860000000000001,0.060000000000000005,96,38,16,3,27,9,13,145,11,13,8,32,21,508,628,170,4
Florent Muslija,Freiburg,KVX,"MF,FW",25.0,0.072,0.06,0.0,0.0,0.576,0.48,0.648,0.54,2.052,1.7100000000000002,0.0,0.0,13,6,5,0,6,2,1,7,4,0,1,1,2,34,41,22,1
Florent Ogier,Clermont Foot,FRA,DF,34.0,0.63,0.06,1.05,0.1,0.525,0.05,1.05,0.1,7.035,0.67,1.4700000000000002,0.14,17,1,0,0,4,0,1,0,9,9,23,11,6,19,246,354,6
Florian Dietz,Köln,GER,"FW,MF",24.0,0.272,0.34,0.0,0.0,0.096,0.12,0.36800000000000005,0.46,3.088,3.86,0.0,0.0,0,2,0,0,0,0,0,8,0,0,2,1,0,13,17,2,1
Florian Grillitsch,Hoffenheim,AUT,"DF,MF",27.0,1.2750000000000001,0.05,1.02,0.04,1.7850000000000001,0.07,3.06,0.12,20.91,0.82,1.2750000000000001,0.05,152,19,20,3,32,3,13,22,28,52,34,27,24,184,1137,747,2
Florian Kainz,Köln,AUT,"MF,FW",30.0,0.976,0.04,0.0,0.0,3.1719999999999997,0.13,8.296,0.33999999999999997,22.935999999999996,0.94,0.0,0.0,124,53,31,13,40,8,23,100,20,13,12,19,33,489,645,204,4
Florian Lejeune,Rayo Vallecano,FRA,DF,32.0,3.33,0.09,2.96,0.08,0.74,0.02,4.07,0.11000000000000001,66.97,1.81,1.48,0.04,114,9,5,1,15,0,4,4,25,23,80,26,13,131,953,1317,2
Florian Pick,Heidenheim,GER,"MF,FW",27.0,0.28800000000000003,0.08,0.0,0.0,0.756,0.21,1.044,0.29,7.920000000000001,2.2,0.0,0.0,12,9,5,3,12,4,11,34,4,2,5,6,7,131,80,32,1
Florian Sotoca,Lens,FRA,"MF,FW",32.0,6.068999999999999,0.20999999999999996,2.89,0.1,6.358,0.22,15.606,0.54,65.02499999999999,2.25,1.445,0.05,156,52,57,20,56,10,20,253,22,20,92,28,40,757,837,171,4
Florian Thauvin,Udinese,FRA,FW,30.0,3.9899999999999998,0.21,3.9899999999999998,0.21,4.18,0.21999999999999997,8.93,0.47,46.93000000000001,2.47,1.71,0.09,69,38,39,16,72,30,35,97,4,3,10,14,26,385,343,70,4
Florian Wirtz,Leverkusen,GER,MF,20.0,8.184,0.31,10.032,0.38,7.655999999999999,0.29,16.368,0.62,70.224,2.66,3.696,0.14,224,73,82,7,138,45,79,306,18,9,9,23,27,1229,906,146,4
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5,1,3,4,2,3,0,4,2,18,39,35,0
Folarin Balogun,Monaco,USA,FW,22.0,8.46,0.45,6.956,0.37,3.384,0.18,14.288,0.76,62.980000000000004,3.35,2.068,0.11,30,26,11,0,35,29,11,199,4,3,8,31,35,345,248,30,4
Formose Mendy,Lorient,SEN,DF,22.0,0.28,0.02,0.0,0.0,0.0,0.0,0.42,0.03,7.0,0.5,0.0,0.0,61,2,4,1,14,1,6,13,19,20,43,16,11,67,479,371,2
Fran Beltrán,Celta Vigo,ESP,MF,24.0,0.8099999999999999,0.03,0.0,0.0,1.08,0.04,1.8900000000000001,0.07,21.060000000000002,0.7800000000000001,0.0,0.0,134,18,15,2,28,2,12,30,32,18,13,28,16,297,985,326,2
Fran Vieites,Betis,ESP,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,129,0
Francesco Acerbi,Inter,ITA,DF,35.0,1.5899999999999999,0.06,2.915,0.11,1.8550000000000002,0.07,3.4450000000000003,0.13,15.104999999999999,0.57,5.300000000000001,0.20000000000000004,87,7,5,2,21,0,2,24,13,32,70,19,24,98,946,941,2
Francesco Camarda,Milan,ITA,FW,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Francesco Caputo,Empoli,ITA,FW,35.0,2.679,0.19,1.9740000000000002,0.14,0.7050000000000001,0.05000000000000001,4.2299999999999995,0.3,21.996,1.56,1.269,0.09,18,10,3,0,7,4,5,65,0,1,12,10,14,132,146,15,6
Francesco Gelli,Frosinone,ITA,"MF,DF",26.0,0.6920000000000001,0.04,0.0,0.0,2.422,0.14,3.114,0.18,10.033999999999999,0.58,0.0,0.0,61,25,18,3,42,10,13,87,13,11,15,15,40,319,426,181,4
Francesco Rossi,Atalanta,ITA,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Francis Coquelin,Villarreal,FRA,MF,32.0,0.10099999999999999,0.01,0.0,0.0,0.10099999999999999,0.01,0.20199999999999999,0.02,3.03,0.3,0.0,0.0,47,1,7,1,5,0,3,14,12,16,11,18,8,99,305,126,2
Francisco Perez,Valencia,ESP,"MF,FW",20.0,1.1400000000000001,0.05,0.912,0.04,2.508,0.11,3.648,0.16,20.064,0.88,1.1400000000000001,0.05,41,19,18,7,59,17,40,145,17,14,6,31,23,374,362,144,4
Franck Honorat,Gladbach,FRA,"DF,FW",26.0,1.566,0.06,3.132,0.12,9.396,0.36,10.962,0.42,27.927000000000003,1.07,2.871,0.11,93,89,56,28,97,26,21,242,13,9,17,9,14,680,501,249,4
Frank Magri,Toulouse,CMR,"FW,MF",23.0,3.04,0.19,4.96,0.31,1.6,0.1,4.64,0.29,41.12,2.57,1.92,0.12,34,14,13,4,31,11,13,121,14,4,35,41,23,262,210,57,4
Frank Ronstadt,Darmstadt 98,GER,"DF,MF",26.0,0.072,0.08999999999999998,0.0,0.0,0.096,0.12,0.168,0.21,2.84,3.55,0.0,0.0,2,2,2,1,3,0,0,4,0,1,1,0,2,16,27,14,1
Frans Krätzig,Bayern Munich,GER,DF,20.0,0.252,0.42000000000000004,0.0,0.0,0.252,0.42000000000000004,0.504,0.8400000000000001,1.926,3.21,0.0,0.0,7,2,1,0,0,0,0,7,0,0,0,0,0,17,23,20,1
François Mughe,Marseille,CMR,"MF,DF",19.0,0.1,0.05,0.0,0.0,0.1,0.05,0.2,0.1,3.06,1.53,0.0,0.0,7,2,5,3,7,1,2,16,0,1,2,3,8,48,16,9,0
Fraser Hornby,Darmstadt 98,SCO,"FW,MF",23.0,0.648,0.27,0.0,0.0,0.336,0.14,0.9839999999999999,0.41,9.96,4.15,0.0,0.0,2,4,2,0,7,4,1,7,0,0,11,5,1,51,34,8,1
Fred Onyedinma,Luton Town,ENG,"DF,MF",26.0,0.18,0.04,0.0,0.0,0.09,0.02,0.27,0.060000000000000005,4.995,1.11,0.0,0.0,6,2,2,1,9,4,2,21,6,1,8,10,6,76,69,55,0
Frederic Guilbert,Strasbourg,FRA,"DF,MF",28.0,1.108,0.04000000000000001,1.939,0.07,1.662,0.06,2.77,0.1,21.052,0.76,2.77,0.1,116,23,17,11,32,3,19,70,50,71,23,35,15,379,830,652,2
Frederik Rønnow,Union Berlin,DEN,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.01,2.9699999999999998,0.09,0.0,0.0,1,1,1,0,0,1,0,0,1,1,10,0,4,3,16,1384,7
Frenkie de Jong,Barcelona,NED,MF,26.0,0.728,0.04,2.002,0.10999999999999999,2.1839999999999997,0.12,2.912,0.16,7.098,0.39,5.278,0.29,168,21,34,7,69,3,13,38,26,14,23,19,22,355,1139,359,4
Fábio Silva,Wolves,POR,FW,21.0,1.015,0.35,0.0,0.0,0.203,0.07,1.218,0.42,6.931,2.39,0.0,0.0,10,4,0,0,5,1,2,13,4,2,2,8,4,44,55,24,1
Gabriel Jesus,Arsenal,BRA,FW,26.0,6.396,0.39,3.9359999999999995,0.24,3.772,0.23,10.168,0.62,54.94,3.35,1.148,0.07,42,29,19,1,38,25,35,155,17,13,15,26,32,472,247,75,4
Gabriel Magalhães,Arsenal,BRA,DF,25.0,4.394,0.13,4.055999999999999,0.11999999999999998,0.6759999999999999,0.02,5.069999999999999,0.15,31.096,0.92,4.394,0.13,117,3,9,1,13,1,2,8,28,31,77,35,34,234,1176,1049,2
Gabriel Martinelli,Arsenal,BRA,FW,22.0,6.944,0.31,6.048,0.27,6.048,0.27,12.991999999999999,0.58,58.01599999999999,2.59,2.2399999999999998,0.09999999999999999,65,46,33,7,127,82,40,345,24,5,15,23,24,844,315,96,4
Gabriel Osho,Luton Town,NGA,DF,24.0,1.0250000000000001,0.05000000000000001,2.0500000000000003,0.10000000000000002,0.20500000000000002,0.01,1.23,0.06,10.045,0.49,4.1000000000000005,0.20000000000000004,37,2,3,1,10,1,7,4,22,31,36,23,14,60,384,535,2
Gabriel Paulista,Atlético Madrid,BRA,DF,32.0,0.49,0.0245,0.0,0.0,0.245,0.01225,0.89,0.0445,7.965000000000001,0.39825000000000005,0.0,0.0,40,4,3,0,3,0,0,2,12,28,42,15,4,21,531,734,2
Gabriel Suazo,Toulouse,CHI,DF,25.0,0.7859999999999999,0.03,0.0,0.0,3.1439999999999997,0.12,3.668,0.14,9.956,0.38,0.0,0.0,114,43,45,11,44,9,35,166,32,26,17,24,29,558,797,393,4
Gabriel Veiga,Celta Vigo,ESP,FW,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,0
Gabriele Zappa,Cagliari,ITA,DF,23.0,1.425,0.05,1.1400000000000001,0.04000000000000001,3.42,0.12,4.845000000000001,0.17,19.095000000000002,0.67,1.425,0.05,99,24,28,19,35,2,9,84,31,20,19,21,15,392,730,559,4
Gaetano Castrovilli,Fiorentina,ITA,"FW,MF",26.0,0.32799999999999996,0.08,1.025,0.25,0.6149999999999999,0.15,0.943,0.23,5.042999999999999,1.23,0.82,0.2,12,7,3,2,14,2,3,25,2,2,3,4,5,74,72,17,6
Gastón Álvarez,Getafe,URU,DF,23.0,0.846,0.03,1.9740000000000002,0.07,0.564,0.019999999999999997,1.4100000000000001,0.05000000000000001,14.1,0.5,3.9480000000000004,0.14,63,8,5,3,11,0,9,40,37,35,51,43,10,178,648,508,2
Gautier Lloris,Le Havre,FRA,DF,28.0,2.1630000000000003,0.07,1.8539999999999999,0.06,0.309,0.01,2.1630000000000003,0.07,16.068,0.52,4.017,0.13,105,3,3,0,13,0,4,5,28,32,75,35,7,75,752,915,2
Gaëtan Laborde,Nice,FRA,"FW,MF",29.0,6.148,0.29,4.028,0.18999999999999997,1.696,0.08,9.54,0.44999999999999996,62.116,2.93,1.272,0.060000000000000005,46,27,26,12,33,16,17,161,12,6,32,25,8,377,333,77,4
Gedeon Kalulu,Lorient,COD,DF,25.0,0.324,0.03,0.0,0.0,1.08,0.1,1.4040000000000001,0.13,6.048000000000001,0.56,0.0,0.0,35,8,11,6,17,3,3,60,17,5,10,18,7,157,285,212,2
Genki Haraguchi,Stuttgart,JPN,MF,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,1,0,0,0,1,0,0,2,0,2,14,5,0
Gennaro Borrelli,Frosinone,ITA,FW,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Geoffrey Kondogbia,Marseille,CTA,MF,30.0,0.326,0.02,0.0,0.0,0.489,0.03,0.978,0.06,7.987,0.49,0.0,0.0,93,11,11,1,7,0,9,25,31,30,17,25,29,153,744,229,2
George Baldock,Sheffield Utd,GRE,DF,30.0,0.0,0.0,0.0,0.0,0.7560000000000001,0.07,0.8640000000000001,0.08,0.972,0.09,0.0,0.0,31,7,11,4,9,4,6,24,10,10,13,19,14,116,192,200,2
George Earthy,West Ham,ENG,FW,18.0,0.328,0.82,1.06,2.65,0.0,0.0,0.328,0.82,1.06,2.65,0.4,1.0,1,0,0,0,0,0,0,3,0,1,0,1,0,8,7,3,6
George Pușcaș,Genoa,ROU,FW,27.0,2.058,0.9799999999999999,0.0,0.0,0.084,0.04,2.1420000000000003,1.02,10.878,5.18,0.0,0.0,3,1,1,0,5,3,1,17,0,0,12,1,0,46,45,2,6
Georges Mikautadze,Metz,GEO,FW,22.0,7.177999999999999,0.37,10.088,0.52,2.328,0.12,11.834,0.61,54.901999999999994,2.83,3.4919999999999995,0.18,51,21,13,1,52,24,42,95,3,8,14,13,26,304,343,44,4
Gerard Gumbau,Granada,ESP,MF,28.0,1.7819999999999998,0.06,0.0,0.0,4.158,0.14,5.643,0.19,44.847,1.51,0.0,0.0,135,41,22,5,20,2,10,29,34,25,23,62,26,351,1016,396,4
Gerard Moreno,Villarreal,ESP,FW,31.0,7.38,0.3,8.118,0.33,5.412,0.21999999999999997,15.006,0.61,60.024,2.44,3.1980000000000004,0.13,155,53,43,6,48,23,43,199,12,9,27,22,38,558,594,135,4
Gerardo Fusco,Salernitana,ITA,FW,18.0,0.0,0.0,0.0,0.0,0.044000000000000004,0.22,0.044000000000000004,0.22,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0
Germán Pezzella,Betis,ARG,DF,32.0,2.149,0.07,0.9209999999999999,0.03,0.307,0.01,2.456,0.08,23.025,0.75,1.228,0.04,64,4,4,1,5,0,3,1,24,31,84,22,13,53,705,1028,2
Gerrit Holtmann,Darmstadt 98,PHI,"MF,FW",28.0,0.6160000000000001,0.14,0.0,0.0,0.30800000000000005,0.07,0.924,0.21,14.124,3.21,0.0,0.0,18,5,4,0,13,8,7,20,5,2,5,8,2,101,92,37,1
Gerzino Nyamsi,Strasbourg,FRA,DF,26.0,0.363,0.03,0.0,0.0,0.121,0.01,0.484,0.04,5.928999999999999,0.48999999999999994,0.0,0.0,25,4,0,0,3,0,3,3,14,10,20,13,0,13,314,416,2
Giacomo Bonaventura,Fiorentina,ITA,MF,33.0,4.554,0.18,8.096,0.32,3.5420000000000003,0.14,9.108,0.36,51.106,2.02,4.048,0.16,140,41,45,11,60,14,30,107,13,14,14,20,35,541,697,118,4
Giacomo Corona,Empoli,ITA,FW,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Giacomo Raspadori,Napoli,ITA,"FW,MF",23.0,4.4,0.25,4.928000000000001,0.28,4.048000000000001,0.23000000000000004,9.856000000000002,0.56,60.016000000000005,3.41,1.4080000000000001,0.08,54,36,15,5,29,12,14,139,10,3,7,17,19,449,373,69,4
Gian Marco Ferrari,Sassuolo,ITA,DF,31.0,1.512,0.060000000000000005,1.008,0.04,0.252,0.01,1.764,0.07,15.876,0.63,1.512,0.060000000000000005,148,9,13,3,32,0,3,7,10,25,39,26,21,88,766,649,2
Giangiacomo Magnani,Hellas Verona,ITA,DF,27.0,0.544,0.02,0.0,0.0,0.272,0.01,0.816,0.03,11.152,0.41,0.0,0.0,79,6,2,1,15,3,8,10,18,45,45,27,30,48,602,640,2
Gianluca Caprari,Monza,ITA,"MF,FW",30.0,0.7040000000000001,0.22,0.0,0.0,0.7360000000000001,0.23,1.4080000000000001,0.44,8.096,2.53,0.0,0.0,15,11,7,0,11,5,3,16,1,2,0,3,5,73,65,18,1
Gianluca Gaetano,Cagliari,ITA,"FW,MF",23.0,1.1280000000000001,0.11168316831683169,3.9960000000000004,0.3956435643564356,1.814,0.1796039603960396,3.6890000000000005,0.36524752475247524,22.085,2.1866336633663366,2.107,0.2086138613861386,47,21,13,4,23,7,11,47,5,4,5,13,13,195,230,34,4
Gianluca Lapadula,Cagliari,PER,FW,33.0,4.02,0.29999999999999993,2.01,0.14999999999999997,1.072,0.08,5.896,0.44,34.036,2.54,0.8039999999999999,0.05999999999999999,4,19,3,2,8,7,4,63,1,2,21,22,18,145,97,23,6
Gianluca Mancini,Roma,ITA,DF,27.0,1.914,0.06,4.147,0.13,1.276,0.04,3.19,0.1,19.139999999999997,0.6,6.699,0.21,139,10,19,4,38,0,4,13,20,36,42,49,31,167,1095,997,2
Gianluca Scamacca,Atalanta,ITA,FW,24.0,6.440000000000001,0.4,11.914000000000001,0.74,3.8640000000000003,0.24,10.465000000000002,0.65,59.89200000000001,3.72,3.2200000000000006,0.2,41,33,14,1,22,5,15,167,9,4,21,28,28,340,283,35,4
Gianluigi Donnarumma,Paris S-G,ITA,GK,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,2,2,0,0,4,838,7
Gift Orban,Lyon,NGA,FW,21.0,1.113,0.21,1.007,0.18999999999999997,0.0,0.0,1.113,0.21,8.056,1.5199999999999998,0.689,0.13,6,0,2,0,8,8,5,33,3,1,3,9,10,80,70,12,6
Gino Caoki,Lorient,FRA,MF,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0
Gino Infantino,Fiorentina,ARG,MF,20.0,0.022000000000000002,0.02,0.0,0.0,0.033,0.03,0.05500000000000001,0.05,1.034,0.94,0.0,0.0,7,1,0,0,0,0,3,4,1,3,1,4,2,15,39,5,0
Gio Reyna,Nott'ham Forest,USA,"FW,MF",20.0,1.1230000000000002,0.19701754385964915,0.0,0.0,1.2429999999999999,0.21807017543859647,2.366,0.4150877192982456,12.933,2.2689473684210526,0.0,0.0,32,14,9,2,11,4,8,33,9,4,11,5,7,187,181,48,1
Giorgi Kvernadze,Frosinone,GEO,"FW,DF",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,3,6,0,1,0,3,1,19,22,8,0
Giorgi Mamardashvili,Valencia,GEO,GK,22.0,0.0,0.0,0.0,0.0,0.365,0.01,0.365,0.01,0.0,0.0,0.0,0.0,0,2,1,0,0,1,0,0,3,2,9,3,4,0,5,1211,7
Giorgio Cittadini,Genoa,ITA,DF,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,1,0,0,2,5,3,2,3,5,2,25,29,0
Giorgio Scalvini,Atalanta,ITA,DF,19.0,1.415,0.05,1.1320000000000001,0.04,1.1320000000000001,0.04,2.547,0.09,18.961000000000002,0.67,1.415,0.05,116,11,14,2,30,6,15,33,33,59,80,48,11,209,879,790,2
Giorgos Kyriakopoulos,Monza,GRE,DF,27.0,1.14,0.06,0.0,0.0,1.33,0.07,2.66,0.14,23.94,1.26,0.0,0.0,70,21,20,12,64,13,18,94,10,13,12,15,14,383,523,343,4
Giovanni Bonfanti,Atalanta,ITA,DF,20.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.09,1.01,1.01,0.0,0.0,1,0,1,1,0,0,1,2,2,1,1,2,1,6,34,27,0
Giovanni Di Lorenzo,Napoli,ITA,DF,29.0,3.231,0.09,1.077,0.03,5.026000000000001,0.14,7.898,0.22,36.977,1.03,1.077,0.03,304,51,86,16,95,16,18,250,36,24,27,28,37,921,1445,711,4
Giovanni Fabbian,Bologna,ITA,"MF,FW",20.0,4.095,0.35,5.031,0.43,1.8719999999999999,0.16,5.967,0.51,27.845999999999997,2.38,2.106,0.18,17,16,3,1,11,5,12,41,10,7,17,16,18,144,208,78,4
Giovanni González,Mallorca,URU,DF,28.0,0.5479999999999999,0.019999999999999997,1.0959999999999999,0.039999999999999994,1.37,0.05000000000000001,1.9180000000000001,0.07,13.974,0.51,1.9180000000000001,0.07,91,21,28,15,28,2,15,95,45,31,37,38,20,317,701,497,4
Giovanni Simeone,Napoli,ARG,FW,28.0,3.382,0.38,0.9790000000000001,0.11,0.534,0.06,3.9160000000000004,0.44,35.066,3.94,0.267,0.03,13,9,5,1,11,4,5,76,4,1,21,12,13,159,128,19,6
Giuliano Simeone,Alavés,ARG,FW,20.0,1.61,0.23,0.9800000000000001,0.14,2.03,0.29,4.41,0.63,14.0,2.0,0.49000000000000005,0.07,24,11,12,1,25,5,9,47,5,5,2,11,6,137,80,43,1
Giulio Donati,Monza,ITA,DF,33.0,0.020000000000000004,0.05000000000000001,0.0,0.0,0.18400000000000002,0.46,0.20400000000000001,0.51,1.0,2.5,0.0,0.0,3,3,1,1,0,0,0,5,0,0,0,1,0,15,25,11,1
Giulio Maggiore,Salernitana,ITA,MF,25.0,2.2,0.11000000000000001,4.0,0.2,1.2,0.06,3.4000000000000004,0.17,23.0,1.15,3.4000000000000004,0.17,64,11,4,1,8,2,6,25,29,24,24,39,37,139,592,293,2
Giuseppe Caso,Frosinone,ITA,"FW,MF",24.0,0.27599999999999997,0.06,0.0,0.0,0.184,0.04,0.45999999999999996,0.1,6.946,1.51,0.0,0.0,20,3,8,0,15,6,15,37,3,0,0,5,14,120,54,11,1
Giuseppe Pezzella,Empoli,ITA,DF,25.0,0.121,0.01,0.0,0.0,0.484,0.04,0.605,0.05,3.025,0.25,0.0,0.0,44,8,15,11,44,1,10,36,14,2,13,17,17,186,305,221,2
Gleison Bremer,Juventus,BRA,DF,26.0,1.436,0.04,2.872,0.08,0.359,0.01,1.795,0.05,17.95,0.5,6.103,0.17,120,7,0,0,7,1,10,4,42,40,102,60,17,97,1123,1098,2
