player,team,nation,pos,age,npxG Per 90 Minutes,npxG Per 90 Minutes,G-PK Per 90 Minutes,G-PK Per 90 Minutes,xAG Per 90 Minutes,xAG Per 90 Minutes,xG+xAG Per 90 Minutes,xG+xAG Per 90 Minutes,Sh/90 Standard,Sh/90 Standard,G/Sh Standard,G/Sh Standard,PrgP,KP,PPA,CrsPA,PrgC Carries,CPA Carries,Succ Take-Ons,PrgR Receiving,TklW Tackles,Int,Won Aerial Duels,Fls Performance,Fld Performance,Att 3rd Touches,Mid 3rd Touches,Def 3rd Touches,cluster
Kiliann Sildillia,Freiburg,FRA,DF,21.0,0.603,0.029999999999999995,0.0,0.0,0.804,0.04,1.4070000000000003,0.07,7.035,0.35,0.0,0.0,70,11,19,12,22,1,16,58,19,22,32,29,10,250,709,470,4
Kim Min-jae,Bayern Munich,KOR,DF,26.0,0.876,0.04,1.095,0.05,0.438,0.02,1.095,0.05,10.074,0.46,2.19,0.1,131,8,2,0,14,0,2,3,24,45,75,19,2,64,1233,1065,2
Kingsley Coman,Bayern Munich,FRA,FW,27.0,2.728,0.22,2.976,0.24,3.844,0.31,6.572000000000001,0.53,34.1,2.75,1.1159999999999999,0.08999999999999998,72,29,41,8,75,35,29,210,7,2,6,6,19,513,220,75,4
Kingstone Mutandwa,Cagliari,ZAM,"FW,MF",20.0,0.068,0.17,0.924,2.31,0.0,0.0,0.068,0.17,1.848,4.62,0.2,0.5,0,0,0,0,1,0,1,2,0,0,3,0,0,7,12,4,6
Kirian Rodríguez,Las Palmas,ESP,MF,27.0,2.142,0.05999999999999999,6.069000000000001,0.17,1.7850000000000001,0.05,3.5700000000000003,0.1,43.197,1.21,4.998000000000001,0.14,296,37,41,4,46,0,26,78,32,28,22,23,37,560,2088,712,4
Kjell-Arik Wätjen,Dortmund,GER,"MF,FW",17.0,0.0,0.0,0.0,0.0,1.224,1.02,1.224,1.02,0.0,0.0,0.0,0.0,8,3,1,0,3,0,2,1,2,0,0,1,1,8,32,26,1
Klaus Gjasula,Darmstadt 98,ALB,"DF,MF",33.0,0.45299999999999996,0.03,0.0,0.0,0.151,0.01,0.604,0.04,8.908999999999999,0.59,0.0,0.0,70,6,13,3,8,0,3,7,22,19,34,23,11,78,465,379,2
Ko Itakura,Gladbach,JPN,"DF,MF",26.0,1.416,0.08,3.009,0.17,0.177,0.01,1.593,0.09,20.886,1.18,2.478,0.14,36,5,3,1,14,1,5,7,21,22,38,28,4,74,523,522,2
Kobbie Mainoo,Manchester Utd,ENG,MF,18.0,0.856,0.04,2.996,0.14,0.6419999999999999,0.03,1.498,0.07,10.914,0.51,5.778,0.27,64,15,9,1,25,6,31,36,27,22,19,15,23,236,568,302,2
Koen Casteels,Wolfsburg,BEL,GK,31.0,0.0,0.0,0.0,0.0,0.25,0.01,0.25,0.01,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,8,1,3,0,9,995,7
Koffi Djidji,Torino,CIV,DF,30.0,0.084,0.01,0.0,0.0,0.0,0.0,0.084,0.01,2.016,0.24,0.0,0.0,19,0,0,0,4,1,3,3,9,10,8,11,1,29,237,239,0
Koffi Kouao,Metz,CIV,DF,25.0,0.192,0.02,0.0,0.0,1.536,0.16,1.728,0.18,4.992,0.52,0.0,0.0,29,6,7,4,10,3,8,29,13,13,13,16,5,100,231,188,2
Kofi Amoako,Wolfsburg,GER,MF,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Koke,Atlético Madrid,ESP,MF,31.0,0.554,0.020000000000000004,0.0,0.0,3.601,0.13,4.154999999999999,0.15,9.972,0.36,0.0,0.0,212,26,33,1,26,1,5,26,44,16,15,19,19,334,1570,594,2
Komnen Andrić,Clermont Foot,SRB,FW,28.0,0.056999999999999995,0.03,0.0,0.0,0.19,0.1,0.22799999999999998,0.12,2.033,1.07,0.0,0.0,5,4,1,0,0,1,2,24,1,0,2,2,2,36,44,3,0
Koni De Winter,Genoa,BEL,DF,21.0,0.7919999999999999,0.03,0.0,0.0,1.056,0.04,1.848,0.07,11.088,0.42,0.0,0.0,76,5,5,0,21,1,7,15,25,21,58,37,11,120,655,731,2
Konrad Laimer,Bayern Munich,AUT,"DF,MF",26.0,0.985,0.05,0.0,0.0,3.94,0.2,4.925,0.25,16.942,0.86,0.0,0.0,127,24,26,7,62,17,23,98,36,18,12,28,15,482,893,315,4
Konstantinos Mavropanos,West Ham,GRE,DF,25.0,1.169,0.07,1.002,0.060000000000000005,0.167,0.01,1.336,0.08,12.024,0.72,1.336,0.08,38,3,1,0,10,1,2,2,16,23,44,15,10,34,372,421,2
Kostas Manolas,Salernitana,GRE,DF,32.0,0.162,0.03,0.0,0.0,0.054000000000000006,0.01,0.162,0.03,1.998,0.37,0.0,0.0,10,1,3,1,0,0,1,2,5,2,20,5,3,6,154,195,0
Kostas Tsimikas,Liverpool,GRE,DF,27.0,0.075,0.01,0.0,0.0,1.05,0.14,1.125,0.15,3.0,0.4,0.0,0.0,31,16,7,4,24,3,4,73,13,6,3,11,7,225,235,119,2
Kristian Thorstvedt,Sassuolo,NOR,MF,24.0,4.256,0.16,6.118,0.23,1.596,0.06,5.852,0.22,42.028000000000006,1.58,3.7240000000000006,0.14,130,36,15,2,30,5,15,94,22,21,55,36,39,370,693,224,4
Kristijan Jakić,Augsburg,CRO,MF,26.0,0.8630000000000001,0.062086330935251816,1.989,0.14309352517985613,0.41000000000000003,0.029496402877697846,1.273,0.09158273381294964,13.977,1.0055395683453239,1.755,0.1262589928057554,67,8,8,0,14,3,6,19,17,22,18,23,20,129,449,179,2
Kristoffer Ajer,Brentford,NOR,DF,25.0,1.224,0.060000000000000005,2.04,0.1,2.2439999999999998,0.11,3.6719999999999997,0.18,12.035999999999998,0.59,3.468,0.17,61,12,10,3,22,5,10,31,21,25,63,25,10,158,457,430,2
Krépin Diatta,Monaco,SEN,"DF,FW",24.0,0.536,0.04,0.0,0.0,1.7420000000000002,0.13,2.278,0.16999999999999998,8.978000000000002,0.6700000000000002,0.0,0.0,80,23,22,5,48,10,29,95,20,16,30,18,24,330,478,154,4
Kurt Zouma,West Ham,FRA,DF,28.0,1.89,0.06,3.1500000000000004,0.1,0.315,0.01,1.89,0.06,16.065,0.51,5.985,0.19,53,4,1,0,7,1,2,1,17,29,58,24,6,34,626,798,2
Kyle Walker,Manchester City,ENG,DF,33.0,0.307,0.01,0.0,0.0,2.763,0.09,3.0700000000000003,0.1,15.964,0.52,0.0,0.0,157,25,32,13,74,7,21,172,24,27,25,23,18,749,1358,526,4
Kylian Mbappé,Paris S-G,FRA,FW,24.0,14.399999999999999,0.6,21.12,0.88,5.76,0.24,26.64,1.11,112.08,4.67,4.5600000000000005,0.19000000000000003,122,40,44,1,114,66,61,285,1,2,0,19,38,801,441,31,4
Kévin Keben Biakolo,Toulouse,CMR,DF,19.0,0.0,0.0,0.0,0.0,0.057999999999999996,0.01,0.057999999999999996,0.01,0.986,0.17,0.0,0.0,13,3,0,0,5,0,3,10,2,8,6,10,5,33,150,139,0
Kévin N'Doram,Metz,FRA,MF,27.0,0.35600000000000004,0.02,0.0,0.0,0.534,0.03,0.8900000000000001,0.05,6.942,0.39,0.0,0.0,62,7,4,0,12,0,4,3,22,27,24,29,22,83,470,226,2
Kévin Van Den Kerkhof,Metz,ALG,"FW,MF",27.0,1.491,0.07,1.0650000000000002,0.05000000000000001,3.4080000000000004,0.16,5.112,0.24,21.087,0.99,1.0650000000000002,0.05000000000000001,28,21,20,15,65,11,31,145,24,11,10,8,10,381,274,156,4
Lameck Banda,Lecce,ZAM,FW,22.0,3.5999999999999996,0.23999999999999996,1.9500000000000002,0.13,1.9500000000000002,0.13,5.55,0.37,49.95,3.33,0.6,0.04,22,24,17,9,71,35,42,136,23,3,9,32,30,316,231,76,4
Lamine Camara,Metz,SEN,MF,19.0,1.506,0.06,1.004,0.04,3.2630000000000003,0.13,5.522,0.22,29.116,1.16,0.753,0.03,97,41,12,5,23,3,23,69,42,28,11,45,45,321,744,278,4
Lamine Diack,Nantes,SEN,MF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamine Yamal,Barcelona,ESP,FW,16.0,5.145,0.21,4.9,0.2,6.125,0.25,11.514999999999999,0.47,58.065000000000005,2.37,2.205,0.09,80,38,52,16,123,57,70,350,37,19,2,23,52,923,460,118,4
Lapo Nava,Milan,ITA,GK,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Largie Ramazani,Almería,BEL,"FW,MF",22.0,4.671,0.27,2.9410000000000003,0.17,5.7090000000000005,0.33,10.38,0.6,40.135999999999996,2.32,1.3840000000000001,0.08,42,26,16,2,59,27,31,104,7,34,5,27,24,263,251,90,4
Lassana Coulibaly,Salernitana,MLI,MF,27.0,0.6930000000000001,0.030000000000000002,0.0,0.0,0.924,0.04,1.3860000000000001,0.060000000000000005,12.936000000000002,0.56,0.0,0.0,88,11,6,2,29,1,15,38,32,16,29,33,36,201,694,215,2
Laurent Abergel,Lorient,FRA,MF,30.0,1.272,0.04,1.908,0.06,2.2260000000000004,0.07,3.18,0.1,26.076,0.82,2.544,0.08,194,30,23,3,38,3,44,51,52,61,15,36,36,349,1289,553,2
Lautaro Gianetti,Udinese,ARG,DF,29.0,0.42,0.06,0.9800000000000001,0.14,0.07,0.01,0.42,0.06,3.01,0.43,2.31,0.33,4,1,0,0,2,0,1,0,4,19,8,9,0,9,147,227,6
Lautaro Martínez,Inter,ARG,FW,25.0,15.34,0.52,22.125,0.75,3.54,0.12,21.24,0.72,105.02,3.56,6.194999999999999,0.21,80,36,21,2,54,28,19,172,16,20,38,46,59,564,532,88,4
Layvin Kurzawa,Paris S-G,FRA,DF,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,6,0
Lazar Samardzic,Udinese,SRB,MF,21.0,2.904,0.11,5.016,0.19,5.544,0.21,8.976,0.34,55.967999999999996,2.12,2.376,0.09,83,62,15,4,65,8,47,91,19,10,14,29,18,487,616,216,4
Leander Dendoncker,Aston Villa,BEL,MF,28.0,0.7640000000000001,0.47750000000000004,0.9880000000000001,0.6175,0.0,0.0,0.7640000000000001,0.47750000000000004,3.088,1.93,0.65,0.40625,5,0,0,0,0,0,0,2,4,2,6,1,2,14,61,38,6
Leandro Barreiro Martins,Mainz 05,LUX,MF,23.0,4.64,0.15999999999999998,4.0600000000000005,0.14,1.16,0.039999999999999994,5.51,0.19,37.99,1.31,3.19,0.11,93,20,12,2,22,6,15,46,40,36,39,58,52,268,709,337,2
Leandro Paredes,Roma,ARG,MF,29.0,0.879,0.03,0.0,0.0,2.3440000000000003,0.08,5.567,0.19,29.007,0.99,0.0,0.0,214,27,16,2,36,3,8,19,36,29,14,31,35,322,1461,562,2
Leandro Trossard,Arsenal,BEL,"FW,MF",28.0,7.869,0.43,11.895000000000001,0.65,2.745,0.15,10.613999999999999,0.58,59.841,3.27,3.66,0.2,76,24,29,4,66,27,25,155,16,8,5,15,20,502,318,105,4
Leart Paqarada,Köln,KVX,DF,28.0,0.357,0.03,0.0,0.0,1.6660000000000001,0.14,2.023,0.17,9.996,0.84,0.0,0.0,45,22,17,9,26,1,7,29,11,10,9,7,8,233,351,254,2
Lebo Mothiba,Strasbourg,RSA,FW,27.0,4.623,0.67,3.036,0.44,0.138,0.02,4.83,0.7,16.077,2.33,1.3110000000000002,0.19,9,5,2,1,8,5,4,27,2,0,22,13,11,103,64,17,6
Lee Jae-sung,Mainz 05,KOR,"MF,FW",30.0,4.935,0.21,6.11,0.26,3.2900000000000005,0.14,8.225,0.35,38.07,1.62,3.7600000000000002,0.16,82,32,10,2,25,4,15,121,20,27,33,19,27,363,533,147,4
Lee Kang-in,Paris S-G,KOR,"FW,MF",22.0,1.467,0.09,2.934,0.18,2.2820000000000005,0.14,3.749,0.23,22.983,1.41,2.119,0.13,103,27,31,8,50,17,25,150,13,6,4,17,22,559,486,114,4
Lennard Maloney,Heidenheim,USA,MF,23.0,0.7619999999999999,0.03,1.016,0.04,1.016,0.04,1.778,0.07,13.97,0.55,1.778,0.07,62,8,6,0,3,0,6,17,26,25,67,44,15,113,681,425,2
Leny Yoro,Lille,FRA,DF,17.0,1.485,0.05,2.079,0.07,0.0,0.0,1.7819999999999998,0.06,13.959,0.47,4.158,0.14,68,2,1,0,8,0,8,3,25,36,44,20,16,35,1048,1046,2
Leo Skiri Østigård,Napoli,NOR,DF,23.0,0.543,0.03,1.086,0.06,0.0,0.0,0.7240000000000001,0.04,7.059000000000001,0.39,2.5340000000000003,0.14,76,3,4,0,13,0,2,3,12,16,58,12,12,57,769,668,2
Leon Bailey,Aston Villa,JAM,"MF,FW",25.0,6.210000000000001,0.27,10.12,0.43999999999999995,9.200000000000001,0.4,15.41,0.67,53.13,2.31,4.37,0.19,82,52,51,7,102,41,57,226,7,9,14,26,26,589,318,151,4
Leon Chiwome,Wolves,ENG,FW,17.0,0.095,0.05,0.0,0.0,0.0,0.0,0.095,0.05,1.9569999999999999,1.03,0.0,0.0,2,0,0,0,1,1,0,7,1,0,2,2,2,10,25,5,0
Leon Goretzka,Bayern Munich,GER,MF,28.0,4.98,0.20000000000000004,5.975999999999999,0.23999999999999996,5.228999999999999,0.21,10.209,0.41000000000000003,56.025,2.25,2.739,0.11,176,32,27,2,66,1,13,71,23,31,36,23,14,435,1148,453,4
Leon Opitz,Werder Bremen,GER,"FW,DF",18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,2,2,0,0,0,0,4,6,7,0
Leonardo Balerdi,Marseille,ARG,DF,24.0,0.756,0.030000000000000002,2.016,0.08,0.252,0.01,1.008,0.04,13.860000000000001,0.55,3.528,0.14,122,5,3,0,19,0,9,6,50,51,57,25,23,73,1036,845,2
Leonardo Bittencourt,Werder Bremen,GER,MF,29.0,2.275,0.13,1.05,0.060000000000000005,2.975,0.17,5.25,0.3,30.975,1.77,0.525,0.030000000000000002,85,26,20,7,61,5,17,74,18,13,6,34,31,296,547,197,4
Leonardo Bonucci,Union Berlin,ITA,DF,36.0,0.0,0.0,0.0,0.0,0.306,0.060000000000000005,1.1219999999999999,0.22,0.0,0.0,0.0,0.0,21,2,2,1,0,0,1,1,5,7,5,2,1,15,157,122,0
Leonardo Cerri,Juventus,ITA,DF,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
Leonardo Mendicino,Atalanta,ITA,MF,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonardo Pavoletti,Cagliari,ITA,FW,34.0,2.59,0.37,3.9899999999999998,0.57,0.28,0.04,2.8699999999999997,0.41,25.060000000000002,3.5800000000000005,1.12,0.16,16,7,4,0,1,1,0,40,1,0,57,19,7,111,105,16,6
Leonardo Spinazzola,Roma,ITA,DF,30.0,0.292,0.02,1.022,0.07,3.066,0.21,3.2119999999999997,0.22,8.030000000000001,0.55,1.898,0.13,52,27,48,21,108,22,20,74,7,3,6,8,6,319,407,234,4
Leonidas Stergiou,Stuttgart,SUI,DF,21.0,0.33,0.05,0.9899999999999999,0.15,0.39599999999999996,0.06,0.726,0.11,2.9699999999999998,0.45,2.178,0.33,17,5,7,5,6,0,1,22,8,5,4,5,1,83,205,132,6
Leroy Sané,Bayern Munich,GER,FW,27.0,10.902000000000001,0.4600000000000001,8.058,0.34,10.902000000000001,0.4600000000000001,21.804000000000002,0.9200000000000002,72.759,3.0700000000000003,2.6069999999999998,0.10999999999999999,113,72,47,2,121,44,93,274,8,7,3,26,21,880,448,99,4
Lesley Ugochukwu,Chelsea,FRA,MF,19.0,0.0,0.0,0.0,0.0,0.09899999999999999,0.03,0.09899999999999999,0.03,0.0,0.0,0.0,0.0,17,3,5,0,8,2,3,3,10,1,9,4,2,31,120,66,0
Levi Colwill,Chelsea,ENG,DF,20.0,1.2,0.06,1.0,0.05,1.2,0.06,2.4,0.12,11.0,0.55,1.7999999999999998,0.09,73,7,6,0,23,2,9,27,30,26,43,25,14,164,669,570,2
Lewis Cook,Bournemouth,ENG,MF,26.0,0.31,0.01,0.0,0.0,4.340000000000001,0.14,4.6499999999999995,0.15,12.09,0.39,0.0,0.0,142,46,20,4,22,0,21,15,41,65,42,39,16,382,1003,418,2
Lewis Dobbin,Everton,ENG,MF,20.0,0.28600000000000003,0.11000000000000001,1.014,0.39,0.49400000000000005,0.19,0.78,0.3,5.044,1.9399999999999997,0.52,0.2,3,4,3,1,6,4,6,20,7,1,2,3,6,65,42,24,6
Lewis Dunk,Brighton,ENG,DF,31.0,3.19,0.1,2.8709999999999996,0.09,0.957,0.03,3.828,0.12,33.176,1.04,2.8709999999999996,0.09,152,13,8,1,33,2,5,13,14,31,57,23,12,145,1542,1811,2
Lewis Ferguson,Bologna,SCO,MF,23.0,5.418,0.18,6.0200000000000005,0.2,2.4080000000000004,0.08,7.8260000000000005,0.26,59.899,1.99,3.0100000000000002,0.1,142,32,25,3,57,13,14,138,21,17,34,52,72,561,1178,317,4
Lewis Warrington,Everton,ENG,FW,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Liam Henderson,Empoli,SCO,MF,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
Liberato Cacace,Empoli,NZL,DF,22.0,0.424,0.02,0.0,0.0,1.696,0.08,2.12,0.1,12.931999999999999,0.61,0.0,0.0,84,21,13,5,34,4,23,55,24,19,17,30,18,306,614,442,4
Lilian Brassier,Brest,FRA,DF,23.0,1.188,0.04,2.97,0.1,0.594,0.02,1.7819999999999998,0.06,11.88,0.4,7.425,0.25,121,6,8,3,20,2,12,5,18,41,55,34,23,56,966,1054,2
Lilian Egloff,Stuttgart,GER,"MF,DF",20.0,0.18,0.15,0.0,0.0,0.0,0.0,0.18,0.15,3.0599999999999996,2.55,0.0,0.0,2,0,0,0,2,0,0,2,1,1,0,2,2,14,22,20,1
Linton Maina,Köln,GER,"FW,MF",24.0,1.899,0.09,1.0550000000000002,0.05,3.165,0.15,5.064,0.24,32.916000000000004,1.56,0.633,0.03,61,20,16,5,109,47,22,169,15,6,0,10,17,429,334,110,4
Lisandro Martínez,Manchester Utd,ARG,DF,25.0,0.0,0.0,0.0,0.0,0.07200000000000001,0.01,0.07200000000000001,0.01,0.0,0.0,0.0,0.0,28,3,1,0,8,0,2,1,8,5,4,6,3,18,259,234,0
Lloyd Kelly,Bournemouth,ENG,DF,24.0,0.34600000000000003,0.02,0.0,0.0,1.211,0.07,1.557,0.09,3.9790000000000005,0.23,0.0,0.0,56,9,7,4,15,2,2,28,19,13,28,17,13,156,484,432,2
Logan Costa,Toulouse,CPV,DF,22.0,1.47,0.05,0.8819999999999999,0.03,0.588,0.02,2.0580000000000003,0.07,14.111999999999998,0.48,2.0580000000000003,0.07,145,6,6,2,19,2,6,14,24,23,64,38,10,138,1001,932,2
Lorenz Assignon,Burnley,TOG,DF,23.0,0.859,0.03449799196787149,1.967,0.07899598393574297,4.395,0.17650602409638552,5.254,0.21100401606425703,20.018,0.8039357429718876,2.5149999999999997,0.10100401606425702,85,33,22,10,66,19,23,124,29,28,24,55,31,444,593,368,4
Lorenzo Amatucci,Fiorentina,ITA,MF,19.0,0.008,0.04,0.0,0.0,0.0,0.0,0.008,0.04,0.8180000000000001,4.09,0.0,0.0,2,0,0,0,1,0,0,1,0,0,1,1,0,10,15,1,1
Lorenzo Colombo,Monza,ITA,FW,21.0,3.6239999999999997,0.24,3.926,0.26,0.604,0.04,4.228000000000001,0.28,36.995000000000005,2.45,1.661,0.11,24,8,3,0,16,13,12,75,12,0,19,25,24,186,239,32,4
Lorenzo De Silvestri,Bologna,ITA,DF,35.0,0.22499999999999998,0.029999999999999995,2.0250000000000004,0.2700000000000001,0.0,0.0,0.22499999999999998,0.029999999999999995,3.975,0.53,3.75,0.5,27,0,1,1,14,0,0,12,8,6,9,3,6,75,226,202,6
Lorenzo Lucca,Udinese,ITA,FW,22.0,7.776000000000001,0.27,8.064000000000002,0.2800000000000001,1.728,0.06,9.504000000000001,0.33,61.056000000000004,2.12,3.744,0.13,18,20,5,0,10,5,12,118,11,3,95,52,54,313,377,91,4
Lorenzo Montipò,Hellas Verona,ITA,GK,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,5,0,3,1,9,1375,7
Lorenzo Pellegrini,Roma,ITA,MF,27.0,3.933,0.19,7.038,0.34,2.484,0.12000000000000001,7.244999999999999,0.35,46.161,2.23,3.105,0.15,94,36,22,5,43,5,19,97,20,20,12,26,35,364,581,161,4
Lorenzo Pirola,Salernitana,ITA,DF,21.0,0.8840000000000001,0.04,1.1050000000000002,0.05,0.0,0.0,0.8840000000000001,0.04,15.028000000000002,0.68,1.5470000000000002,0.07,57,1,1,0,13,0,0,7,23,25,58,33,16,53,567,664,2
Lorenzo Venuti,Lecce,ITA,DF,28.0,0.08,0.02,0.0,0.0,0.28,0.07,0.4,0.1,2.96,0.74,0.0,0.0,16,4,2,2,7,1,2,15,4,5,2,5,1,38,132,81,0
Loris Karius,Newcastle Utd,GER,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
Loris Mouyokolo,Lorient,FRA,DF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,14,51,0
Loum Tchaouna,Salernitana,FRA,"FW,MF",19.0,2.563,0.11,3.9610000000000003,0.17,1.398,0.05999999999999999,4.194,0.18,44.037,1.89,2.097,0.09,59,22,22,7,72,26,16,151,10,4,27,15,30,448,474,120,4
Lovro Majer,Rennes,CRO,MF,25.0,3.772,0.15983050847457628,3.042,0.12889830508474576,3.5540000000000003,0.15059322033898306,8.962,0.37974576271186444,36.22599999999999,1.5349999999999997,2.106,0.08923728813559323,124,40,29,6,62,10,26,141,18,12,11,37,38,537,607,185,4
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18.0,0.07200000000000001,0.04,0.9900000000000001,0.55,0.216,0.12,0.27,0.15,0.9900000000000001,0.55,1.8,1.0,7,2,1,0,7,4,1,9,0,0,2,3,0,26,38,9,6
Loïc Bade,Sevilla,FRA,DF,23.0,1.012,0.04,0.0,0.0,0.506,0.02,1.2650000000000001,0.05,13.915000000000001,0.55,0.0,0.0,76,9,1,0,15,1,11,3,41,38,76,24,10,55,692,920,2
Loïc Nego,Le Havre,HUN,"DF,MF",32.0,1.3840000000000001,0.08,0.0,0.0,1.038,0.06,2.249,0.13,17.992,1.04,0.0,0.0,64,13,19,11,30,4,13,102,26,16,8,22,17,281,367,149,4
Loïs Openda,RB Leipzig,BEL,FW,23.0,19.8,0.66,21.9,0.73,5.7,0.19,27.900000000000002,0.93,118.2,3.94,5.7,0.19,45,35,21,5,77,38,20,226,3,5,22,38,64,528,285,52,4
Luca Caldirola,Monza,ITA,DF,32.0,0.47600000000000003,0.02,0.9520000000000001,0.04,0.714,0.03,0.9520000000000001,0.04,9.044,0.38,2.618,0.10999999999999999,56,5,1,1,10,0,1,9,14,29,30,24,17,61,678,809,2
Luca Garritano,Frosinone,ITA,"MF,DF",29.0,0.7020000000000001,0.13,0.0,0.0,0.324,0.06,1.026,0.19,12.042,2.23,0.0,0.0,23,4,3,1,6,1,0,23,5,4,3,6,7,91,119,75,1
Luca Gemello,Torino,ITA,GK,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,120,0
Luca Kilian,Köln,GER,DF,23.0,0.0,0.0,0.0,0.0,0.071,0.01,0.071,0.01,0.0,0.0,0.0,0.0,12,1,0,0,7,0,0,1,9,7,10,4,0,24,152,221,0
Luca Koleosho,Burnley,ITA,"MF,FW",18.0,1.944,0.18,0.972,0.09,1.296,0.12,3.24,0.3,23.004,2.13,0.43200000000000005,0.04,19,11,6,2,53,29,33,82,4,2,2,18,13,240,149,33,4
Luca Lipani,Sassuolo,ITA,MF,18.0,0.086,0.02,0.0,0.0,0.215,0.05,0.301,0.07,3.01,0.7,0.0,0.0,20,3,2,1,6,1,2,3,7,6,5,6,1,42,106,55,0
Luca Mazzitelli,Frosinone,ITA,MF,27.0,2.214,0.09,4.920000000000001,0.2,1.2300000000000002,0.05,3.4440000000000004,0.14,49.2,2.0,2.4600000000000004,0.1,167,13,14,2,18,1,11,53,23,19,41,45,37,294,958,341,2
Luca Netz,Gladbach,GER,DF,20.0,0.988,0.04,0.0,0.0,2.964,0.12,3.952,0.16,17.043,0.69,0.0,0.0,81,37,23,8,46,9,23,99,22,22,37,26,16,416,611,486,4
Luca Pfeiffer,Darmstadt 98,GER,"FW,MF",26.0,4.68,0.26,1.08,0.060000000000000005,1.6199999999999999,0.09,6.3,0.35,48.06,2.67,0.36,0.02,37,19,8,1,15,2,7,81,6,2,54,28,27,237,266,66,4
Luca Raimund,Stuttgart,GER,"FW,MF",18.0,0.837,2.79,0.0,0.0,0.0,0.0,0.837,2.79,1.7999999999999998,6.0,0.0,0.0,1,0,1,0,0,0,0,2,1,0,1,2,0,20,10,5,6
Luca Ranieri,Fiorentina,ITA,DF,24.0,0.9159999999999999,0.04,2.061,0.09,0.45799999999999996,0.02,1.3739999999999999,0.06,10.075999999999999,0.43999999999999995,4.58,0.2,99,7,11,2,17,0,4,5,10,29,40,32,11,89,775,683,2
Luca Waldschmidt,Köln,GER,"MF,FW",27.0,2.1590000000000003,0.17000000000000004,3.0479999999999996,0.24,1.1429999999999998,0.08999999999999998,4.064,0.32,41.91,3.3,0.889,0.07,46,16,10,4,30,6,18,61,12,6,7,20,15,234,297,82,5
Lucas,Cádiz,BRA,DF,22.0,0.8550000000000001,0.05,1.026,0.06,1.8810000000000002,0.11,2.736,0.16,10.944,0.64,1.5390000000000001,0.09,47,22,21,14,30,3,15,65,27,17,11,12,6,275,447,306,4
Lucas Beltrán,Fiorentina,ARG,"FW,MF",22.0,3.008,0.16,5.0760000000000005,0.27,1.504,0.08,5.264000000000001,0.28,30.080000000000002,1.6,3.196,0.17,49,25,19,0,12,6,12,113,14,2,22,24,28,343,280,49,4
Lucas Beraldo,Paris S-G,BRA,DF,19.0,1.008,0.09000000000000001,1.008,0.09000000000000001,0.22399999999999998,0.02,1.232,0.11,5.04,0.45,2.2399999999999998,0.19999999999999998,44,4,2,0,7,0,3,2,14,20,15,12,13,58,592,410,6
Lucas Boyé,Granada,ARG,FW,27.0,6.204,0.22,5.922,0.21,2.8200000000000003,0.10000000000000002,9.024,0.31999999999999995,55.836,1.98,3.102,0.11,65,26,13,4,36,16,53,131,25,10,58,72,43,454,560,133,4
